ip_address,email_address,billing_state,user_agent,billing_postal,phone_number,EVENT_TIMESTAMP,billing_address,EVENT_LABEL
32.204.190.201,fake_madisonturner@example.com,TN,"Mozilla/5.0 (Linux; Android 2.3.1) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/56.0.853.0 Safari/536.1",34530,(555)377 - 2673,2022-05-06T16:18:02Z,20258 Foster Manor Fake St.,legit
41.103.203.149,fake_michele93@example.com,TX,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/63.0.800.0 Mobile/88K144 Safari/532.0",33192,(555)135 - 7759,2022-09-24T16:21:32Z,2222 Jennifer Road Fake St.,legit
87.195.67.54,fake_gabriellabutler@example.com,TX,Opera/8.96.(Windows NT 6.0; sid-ET) Presto/2.9.162 Version/11.00,33771,(555)758 - 9953,2022-05-06T00:00:53Z,41174 Johnson Way Fake St.,legit
2.34.105.222,fake_webblisa@example.org,OR,Opera/8.29.(Windows 98; oc-FR) Presto/2.9.170 Version/12.00,32747,(555)317 - 5259,2022-12-21T22:42:07Z,1690 Johnson Ways Fake St.,legit
115.140.84.242,fake_smithtraci@example.org,LA,Mozilla/5.0 (Windows NT 5.1; sk-SK; rv:1.9.0.20) Gecko/2015-12-31 02:30:31 Firefox/4.0,34444,(555)597 - 5653,2022-10-29T11:33:41Z,4966 Aimee Islands Fake St.,legit
216.43.242.85,fake_hilljulia@example.com,MI,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/3.0),33723,(555)908 - 2671,2022-07-27T15:57:11Z,592 Willis Key Fake St.,legit
5.7.200.113,fake_peter14@example.net,FL,Mozilla/5.0 (Android 2.3.1; Mobile; rv:15.0) Gecko/15.0 Firefox/15.0,32716,(555)450 - 3015,2022-03-14T00:39:26Z,333 Cooper Dam Fake St.,legit
148.244.47.87,fake_randallcaitlin@example.com,TN,Opera/9.70.(X11; Linux x86_64; iw-IL) Presto/2.9.164 Version/10.00,34913,(555)395 - 9313,2022-03-27T02:59:19Z,49413 Joseph Roads Fake St.,legit
110.148.57.255,fake_davissamuel@example.com,WA,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/17.1y4169.0 Mobile/91W694 Safari/533.0",33116,(555)523 - 7957,2022-11-13T04:08:57Z,10535 Gary Bypass Fake St.,legit
100.134.17.65,fake_dunnrachel@example.net,AL,Mozilla/5.0 (Android 4.0.4; Mobile; rv:44.0) Gecko/44.0 Firefox/44.0,33375,(555)422 - 3867,2022-05-13T02:52:07Z,738 Schroeder View Fake St.,legit
138.190.86.131,fake_michaeldiaz@example.net,WY,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/533.31.4 (KHTML, like Gecko) Version/4.0.4 Safari/533.31.4",34290,(555)359 - 3132,2022-12-11T10:20:11Z,8253 Roberts Plains Fake St.,fraud
75.76.149.123,fake_danielle73@example.com,NC,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/62.0.835.0 Mobile/16O352 Safari/533.0",33539,(555)531 - 4168,2022-05-28T16:21:46Z,5775 Troy Harbors Fake St.,legit
183.65.34.81,fake_jdiaz@example.org,FL,Opera/8.71.(Windows NT 5.0; os-RU) Presto/2.9.188 Version/11.00,34039,(555)888 - 1770,2022-04-10T04:58:33Z,789 Johnson Rue Fake St.,legit
52.181.141.243,fake_vlamb@example.com,CO,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.44.3 (KHTML, like Gecko) Version/4.0.4 Safari/535.44.3",34103,(555)463 - 8277,2022-04-29T02:05:40Z,9211 Joshua Freeway Fake St.,legit
134.165.86.215,fake_matthew49@example.com,MI,Opera/9.78.(X11; Linux i686; hne-IN) Presto/2.9.171 Version/10.00,33632,(555)959 - 1336,2022-08-05T21:54:51Z,768 Davidson Drives Fake St.,legit
94.71.222.229,fake_jjordan@example.com,CO,Mozilla/5.0 (Android 3.2.6; Mobile; rv:55.0) Gecko/55.0 Firefox/55.0,33974,(555)412 - 4046,2023-01-12T08:01:45Z,244 Lisa Row Fake St.,legit
126.122.84.193,fake_heathermartin@example.com,TN,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/3.0),34048,(555)258 - 8093,2022-12-19T02:20:30Z,041 Koch Via Fake St.,legit
200.63.136.158,fake_dennisburnett@example.org,TX,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/5.1),32565,(555)459 - 1773,2022-07-09T08:12:04Z,05839 Yesenia Manor Fake St.,legit
91.140.112.140,fake_mcdowelljason@example.org,LA,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; hu-HU) AppleWebKit/535.16.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6535.16.2",33275,(555)771 - 9789,2022-08-18T17:54:57Z,7912 Carter Well Fake St.,legit
86.221.18.171,fake_gina44@example.com,PA,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_3 rv:5.0; sid-ET) AppleWebKit/532.38.1 (KHTML, like Gecko) Version/5.1 Safari/532.38.1",32695,(555)326 - 7942,2022-07-30T09:55:17Z,47304 Christopher Ridges Fake St.,legit
175.245.70.93,fake_daniel33@example.com,TN,"Mozilla/5.0 (Linux; Android 3.2) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/14.0.840.0 Safari/535.0",34438,(555)980 - 9567,2022-04-27T08:08:22Z,367 Gerald Drives Fake St.,legit
27.55.237.4,fake_marissa46@example.com,NC,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_8; rv:1.9.4.20) Gecko/2010-09-12 11:54:26 Firefox/3.6.9,34595,(555)635 - 4554,2023-01-06T11:05:00Z,52962 Jennifer Wall Fake St.,legit
140.15.19.67,fake_joshua94@example.com,PA,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/17.0.847.0 Mobile/31C156 Safari/535.2",34061,(555)413 - 8667,2022-10-28T20:34:50Z,691 Gonzales Stream Fake St.,legit
212.166.56.142,fake_rodgerssteven@example.net,LA,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/53.0.810.0 Safari/531.1",33137,(555)422 - 5274,2022-08-11T15:25:59Z,91768 Sierra Avenue Fake St.,legit
6.118.79.246,fake_usutton@example.net,WI,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_9; rv:1.9.5.20) Gecko/2019-05-26 02:29:52 Firefox/3.6.15,34530,(555)220 - 1687,2022-03-16T06:11:27Z,0519 Mcneil Valleys Fake St.,legit
23.233.174.18,fake_fwalker@example.com,FL,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; sd-IN) AppleWebKit/534.27.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6534.27.4",32291,(555)722 - 3433,2022-06-04T10:28:38Z,82682 Moore Shores Fake St.,legit
130.52.129.217,fake_zpatel@example.org,LA,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2014-11-24 05:58:35 Firefox/3.8,32759,(555)672 - 1972,2022-07-24T16:05:59Z,16398 Tammy Canyon Fake St.,legit
58.244.62.220,fake_zvargas@example.com,KS,Mozilla/5.0 (Windows NT 5.01; is-IS; rv:1.9.0.20) Gecko/2012-01-20 06:03:17 Firefox/3.6.10,33439,(555)770 - 7062,2023-01-15T06:04:36Z,44048 Bell Fall Fake St.,fraud
48.190.231.18,fake_griffithemily@example.org,NM,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/534.38.7 (KHTML, like Gecko) Version/4.0.1 Safari/534.38.7",32682,(555)819 - 6684,2022-12-19T10:24:29Z,67596 Paul Roads Fake St.,legit
147.62.138.102,fake_jonathanlee@example.net,OR,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; gv-GB) AppleWebKit/533.21.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6533.21.6",33908,(555)828 - 7717,2022-05-16T05:11:38Z,53419 Daniel Expressway Fake St.,legit
27.216.85.46,fake_cabreradiana@example.net,AZ,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_6) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/61.0.899.0 Safari/532.0",34790,(555)695 - 8301,2022-08-16T11:04:36Z,6066 Michael Mill Fake St.,legit
125.123.166.226,fake_randylee@example.net,NC,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/44.0.882.0 Safari/535.1",33647,(555)136 - 2188,2022-08-10T18:50:20Z,41990 Lisa Green Fake St.,legit
7.218.77.35,fake_lewisnicholas@example.com,IA,Opera/9.46.(X11; Linux x86_64; fur-IT) Presto/2.9.181 Version/12.00,34044,(555)572 - 3878,2022-12-22T21:45:51Z,54545 Miller Crossroad Fake St.,legit
21.212.189.101,fake_tiffany82@example.net,PA,Opera/8.73.(X11; Linux i686; hy-AM) Presto/2.9.184 Version/10.00,33775,(555)203 - 3494,2023-03-03T01:26:01Z,301 Moore Ports Fake St.,legit
105.218.96.254,fake_barbaramorris@example.net,OR,Opera/8.39.(X11; Linux i686; ik-CA) Presto/2.9.160 Version/11.00,34032,(555)629 - 9175,2022-04-25T03:31:01Z,8593 Alexa River Fake St.,legit
36.249.138.233,fake_nlewis@example.net,PA,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/43.0.830.0 Safari/534.1",33207,(555)401 - 9973,2022-10-03T18:24:07Z,57950 Kelly Lights Fake St.,legit
199.246.113.43,fake_kwiggins@example.com,FL,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/52.0.829.0 Mobile/24Y360 Safari/533.0",32441,(555)403 - 8758,2023-02-23T22:06:21Z,2654 Tyler Keys Fake St.,legit
122.209.168.82,fake_lisa12@example.com,OR,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_8; rv:1.9.3.20) Gecko/2019-01-17 13:53:54 Firefox/13.0,34430,(555)725 - 5547,2022-06-23T14:02:54Z,34361 Kendra Cliff Fake St.,legit
114.205.202.131,fake_vlamb@example.com,AZ,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.1),33646,(555)226 - 2722,2022-09-22T04:00:36Z,83287 Leah Port Fake St.,fraud
221.32.198.226,fake_connermichael@example.com,TN,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/41.0.895.0 Mobile/90C895 Safari/536.1",33062,(555)287 - 8060,2022-04-26T04:28:34Z,984 Sarah Divide Fake St.,legit
56.81.34.12,fake_hshaw@example.org,WI,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_4 rv:3.0; ja-JP) AppleWebKit/533.22.6 (KHTML, like Gecko) Version/5.1 Safari/533.22.6",32622,(555)581 - 2845,2022-10-06T17:27:45Z,1391 Dixon Track Fake St.,legit
157.244.83.109,fake_tanya78@example.org,WY,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2011-03-29 07:39:17 Firefox/3.8,32122,(555)237 - 4820,2022-08-01T06:22:09Z,98010 Kylie Rue Fake St.,legit
196.244.79.72,fake_areed@example.net,WY,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/56.0.884.0 Safari/533.2",32939,(555)823 - 3800,2022-11-09T01:07:14Z,6470 Joshua View Fake St.,legit
54.201.136.147,fake_lowebrittany@example.org,PA,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/531.33.5 (KHTML, like Gecko) Version/4.1 Safari/531.33.5",32806,(555)587 - 8464,2022-03-25T11:24:55Z,37872 Alicia Knolls Fake St.,legit
221.124.31.186,fake_rmeyer@example.com,LA,Opera/9.75.(Windows CE; ks-IN) Presto/2.9.184 Version/11.00,32771,(555)400 - 4827,2022-09-26T15:46:00Z,20993 Shannon Route Fake St.,legit
161.78.120.52,fake_qspencer@example.net,IA,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/534.18.5 (KHTML, like Gecko) Version/4.0.3 Safari/534.18.5",34545,(555)105 - 6757,2022-04-17T17:58:38Z,20958 Matthews Alley Fake St.,legit
103.201.255.109,fake_burtonamy@example.net,WY,Opera/9.84.(Windows NT 5.2; mi-NZ) Presto/2.9.161 Version/11.00,34402,(555)186 - 3820,2022-04-18T08:40:53Z,355 Chang Shores Fake St.,legit
72.202.47.195,fake_blake62@example.net,AZ,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/3.1),32984,(555)512 - 3515,2022-12-03T03:34:35Z,965 Shannon Gateway Fake St.,fraud
89.78.127.229,fake_ecruz@example.org,PA,Mozilla/5.0 (Windows NT 5.01; or-IN; rv:1.9.2.20) Gecko/2012-01-12 15:21:17 Firefox/3.8,34811,(555)166 - 2707,2022-10-30T11:52:38Z,790 Russell Heights Fake St.,legit
223.50.3.31,fake_david90@example.com,MI,"Mozilla/5.0 (Linux; Android 4.0.2) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/46.0.803.0 Safari/535.2",32771,(555)896 - 2625,2022-08-27T17:15:16Z,46598 Gardner Street Fake St.,legit
112.136.132.151,fake_brittanyhardin@example.org,NY,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/37.0.897.0 Mobile/60C877 Safari/536.0",33704,(555)881 - 4115,2022-09-09T02:14:15Z,919 Adam Parks Fake St.,legit
182.90.132.47,fake_valdezlawrence@example.org,OR,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/17.5o6716.0 Mobile/87K443 Safari/534.0",33970,(555)267 - 3843,2022-10-13T10:18:41Z,1985 Deleon Ramp Fake St.,legit
94.136.78.30,fake_joshuawoods@example.net,NY,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/28.0.812.0 Safari/535.1",33801,(555)961 - 2366,2022-06-19T01:51:39Z,862 Fitzgerald Underpass Fake St.,legit
123.119.59.73,fake_debbiefields@example.org,OR,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_2) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/60.0.813.0 Safari/535.2",33258,(555)149 - 2755,2022-09-22T03:44:29Z,1491 Matthew Station Fake St.,legit
211.99.158.216,fake_leondanny@example.org,PA,Opera/9.66.(X11; Linux x86_64; he-IL) Presto/2.9.179 Version/11.00,32266,(555)189 - 7428,2022-07-24T09:29:32Z,785 Margaret Wall Fake St.,legit
205.107.195.151,fake_kfernandez@example.net,AL,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_7) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/15.0.857.0 Safari/534.0",34402,(555)766 - 2412,2022-05-30T12:53:16Z,4816 Travis Station Fake St.,legit
1.173.214.248,fake_portermary@example.net,PA,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_3) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/39.0.830.0 Safari/531.1",32147,(555)464 - 6651,2022-11-28T01:58:12Z,60708 Jessica Locks Fake St.,legit
179.18.35.164,fake_johnsonanthony@example.net,PA,"Mozilla/5.0 (Linux; Android 4.3.1) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/14.0.858.0 Safari/532.2",33281,(555)903 - 3108,2022-05-02T14:31:46Z,209 Montgomery Greens Fake St.,legit
46.214.125.105,fake_burtonamy@example.net,LA,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/31.0.816.0 Safari/534.1",33898,(555)909 - 3166,2023-01-02T10:19:54Z,986 Mclaughlin Gateway Fake St.,legit
184.250.16.82,fake_garciagerald@example.net,IA,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_2 rv:6.0; hu-HU) AppleWebKit/531.30.6 (KHTML, like Gecko) Version/5.0 Safari/531.30.6",34434,(555)502 - 1738,2022-06-30T22:29:36Z,431 Lauren Pike Fake St.,legit
214.18.53.39,fake_nancyalexander@example.net,MI,Opera/9.40.(X11; Linux i686; en-ZA) Presto/2.9.177 Version/11.00,32654,(555)698 - 3208,2022-06-16T00:18:46Z,7560 Smith Motorway Fake St.,legit
92.254.118.27,fake_michaelrogers@example.net,TX,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_6; rv:1.9.3.20) Gecko/2016-07-24 06:13:58 Firefox/3.6.20,34612,(555)890 - 8427,2022-07-14T23:39:31Z,9035 Warren Fort Fake St.,legit
176.215.115.176,fake_yking@example.com,OR,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; gu-IN) AppleWebKit/535.1.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6535.1.6",34831,(555)569 - 5008,2022-06-03T11:02:29Z,5171 Clark Points Fake St.,legit
89.172.136.164,fake_jesse99@example.org,OR,"Mozilla/5.0 (Linux; Android 1.1) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/13.0.877.0 Safari/532.1",34356,(555)310 - 6141,2023-01-05T09:18:49Z,73250 Duncan Falls Fake St.,legit
187.145.221.242,fake_davidfowler@example.com,TX,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_8) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/22.0.828.0 Safari/531.1",33384,(555)173 - 3016,2022-05-05T14:02:04Z,777 Troy Plaza Fake St.,legit
27.93.222.221,fake_smithrandy@example.org,CO,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/37.0.810.0 Safari/532.2",34152,(555)419 - 9883,2022-11-08T22:11:06Z,617 Jennifer Wall Fake St.,legit
196.112.35.69,fake_colespencer@example.org,MI,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_7; rv:1.9.2.20) Gecko/2016-02-19 05:28:53 Firefox/3.8,33136,(555)816 - 3613,2022-08-24T08:15:06Z,9303 Michael Unions Fake St.,legit
78.92.220.202,fake_wbraun@example.net,PA,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; ia-FR) AppleWebKit/533.14.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6533.14.2",34649,(555)187 - 4088,2022-10-09T03:58:05Z,948 Oneal Forges Fake St.,legit
56.120.7.140,fake_iramos@example.org,MI,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/532.9.7 (KHTML, like Gecko) Version/5.0 Safari/532.9.7",33489,(555)388 - 6338,2022-08-21T06:47:02Z,3329 Davis Junctions Fake St.,legit
56.67.24.97,fake_foxbelinda@example.net,NC,Opera/9.70.(X11; Linux x86_64; crh-UA) Presto/2.9.190 Version/12.00,32767,(555)677 - 2091,2022-04-07T07:37:02Z,4978 Mary Estate Fake St.,legit
136.78.122.151,fake_wallmichael@example.org,TX,"Mozilla/5.0 (Linux; Android 4.1.1) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/41.0.866.0 Safari/534.1",33119,(555)102 - 3849,2022-05-09T13:00:52Z,02775 Medina Courts Fake St.,legit
65.122.23.202,fake_diane51@example.org,AR,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/63.0.813.0 Safari/532.2",34251,(555)781 - 5547,2022-07-06T16:44:14Z,806 Steve Landing Fake St.,fraud
65.110.59.24,fake_nicholasgonzalez@example.org,WA,"Mozilla/5.0 (Windows 95) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/22.0.891.0 Safari/536.0",34496,(555)308 - 6892,2022-10-30T15:48:57Z,58617 Craig Valley Fake St.,legit
20.195.247.247,fake_lauren29@example.net,OR,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/50.0.840.0 Mobile/98G253 Safari/533.1",33547,(555)433 - 8717,2023-01-05T13:24:38Z,77783 Jason Points Fake St.,legit
175.12.70.86,fake_hday@example.net,PA,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2016-07-11 01:27:14 Firefox/11.0,33908,(555)607 - 4528,2023-01-29T08:59:14Z,23398 Anthony Ports Fake St.,legit
110.91.19.21,fake_mrodriguez@example.net,TN,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/28.0.893.0 Mobile/50B362 Safari/533.1",34733,(555)997 - 5848,2023-02-13T05:02:10Z,04073 Andrew Valley Fake St.,legit
56.157.58.117,fake_toddstein@example.com,NC,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/3.1),34218,(555)242 - 1109,2023-02-07T05:16:48Z,7434 Kristi Estate Fake St.,legit
102.120.95.161,fake_jill02@example.net,PA,Mozilla/5.0 (Windows NT 6.0; sat-IN; rv:1.9.2.20) Gecko/2014-09-16 10:23:34 Firefox/3.8,33717,(555)396 - 5234,2023-02-01T10:43:02Z,4241 Laura Mission Fake St.,legit
120.253.2.41,fake_carolyn15@example.com,MD,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/14.0.824.0 Safari/533.2",34373,(555)795 - 7076,2022-10-24T01:47:40Z,626 Robert Heights Fake St.,fraud
128.79.16.92,fake_perezjohn@example.net,LA,Opera/9.71.(X11; Linux i686; de-BE) Presto/2.9.176 Version/10.00,34700,(555)161 - 4767,2023-02-14T21:48:23Z,83066 Wright Fork Fake St.,legit
207.112.211.86,fake_johnking@example.net,TX,Mozilla/5.0 (Windows NT 6.0; ia-FR; rv:1.9.1.20) Gecko/2019-04-07 10:18:39 Firefox/3.8,32541,(555)758 - 9953,2023-02-15T06:47:57Z,89039 Sheppard Crossing Fake St.,legit
138.27.176.77,fake_kimberlyhenderson@example.com,TX,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/37.0.807.0 Safari/531.1",32526,(555)685 - 9556,2022-11-04T19:56:06Z,39263 Soto Parks Fake St.,legit
193.133.254.251,fake_tcross@example.org,OR,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/3.1),32170,(555)291 - 4746,2022-05-27T14:43:41Z,066 King Route Fake St.,legit
45.82.209.52,fake_jessica13@example.net,NY,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; yo-NG) AppleWebKit/531.12.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6531.12.3",33875,(555)585 - 3290,2023-01-17T07:51:51Z,9012 Hodge Parkways Fake St.,legit
76.114.122.212,fake_zlopez@example.com,WY,"Mozilla/5.0 (Linux; Android 7.0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/20.0.854.0 Safari/532.1",33123,(555)263 - 2856,2022-09-04T08:46:24Z,848 Boyer Ranch Fake St.,legit
162.9.190.217,fake_figueroasarah@example.org,PA,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/5.1),33969,(555)399 - 2950,2022-06-01T08:58:33Z,2989 Pineda Rue Fake St.,legit
108.10.149.234,fake_kim93@example.net,TX,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/48.0.872.0 Mobile/84O014 Safari/533.2",33571,(555)973 - 4679,2022-06-18T11:56:04Z,97217 Stacy Summit Fake St.,legit
144.181.201.31,fake_hgonzales@example.org,NV,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/28.0.825.0 Safari/532.0",34195,(555)311 - 4975,2022-11-19T15:24:15Z,370 Jennifer Field Fake St.,legit
38.2.246.20,fake_ronald77@example.org,NV,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2013-03-27 02:59:19 Firefox/8.0,34566,(555)597 - 8148,2022-07-04T12:08:11Z,07281 David Path Fake St.,legit
183.109.24.125,fake_robertmarshall@example.net,WY,Opera/9.46.(X11; Linux i686; bn-BD) Presto/2.9.186 Version/11.00,32517,(555)645 - 5043,2022-12-07T01:40:05Z,3304 Annette Motorway Fake St.,legit
48.255.146.239,fake_randy61@example.net,TX,Mozilla/5.0 (Windows NT 6.1; sk-SK; rv:1.9.1.20) Gecko/2015-02-03 00:57:43 Firefox/3.6.16,32832,(555)421 - 9765,2022-04-29T20:47:42Z,15732 Joseph Forks Fake St.,legit
47.147.115.157,fake_harrislaura@example.net,NC,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/34.0.824.0 Mobile/61X286 Safari/531.1",32004,(555)732 - 7640,2022-11-09T11:29:46Z,110 Stephanie Greens Fake St.,legit
84.2.11.25,fake_mitchellsara@example.com,NC,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; aa-ET) AppleWebKit/531.17.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6531.17.3",34623,(555)258 - 2173,2023-01-08T07:12:56Z,16912 Allen Ferry Fake St.,legit
153.53.110.21,fake_mreese@example.org,PA,Mozilla/5.0 (Android 2.3.5; Mobile; rv:37.0) Gecko/37.0 Firefox/37.0,34362,(555)807 - 7314,2022-04-12T03:38:44Z,060 Gloria View Fake St.,legit
47.253.228.62,fake_ywright@example.org,PA,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_4 rv:5.0; nan-TW) AppleWebKit/533.32.3 (KHTML, like Gecko) Version/5.0.5 Safari/533.32.3",32178,(555)167 - 1240,2023-02-02T06:39:18Z,51692 David Stream Fake St.,legit
179.6.74.148,fake_omarray@example.net,NC,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/534.38.7 (KHTML, like Gecko) Version/4.0.1 Safari/534.38.7",32172,(555)944 - 8694,2022-08-10T02:40:08Z,79405 Danielle Cliff Fake St.,legit
134.207.183.101,fake_megan11@example.com,PA,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_1; rv:1.9.3.20) Gecko/2013-10-26 14:14:45 Firefox/3.8,33053,(555)793 - 8356,2022-06-16T02:42:55Z,17146 Erik Mountains Fake St.,legit
160.162.218.90,fake_tammynelson@example.net,TN,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/48.0.819.0 Safari/534.2",33598,(555)404 - 4829,2022-04-25T13:00:54Z,36162 Matthew Street Fake St.,legit
144.253.42.227,fake_keithross@example.net,FL,Opera/8.82.(X11; Linux x86_64; br-FR) Presto/2.9.169 Version/10.00,33705,(555)300 - 3200,2022-10-05T12:56:12Z,1986 Alexander Run Fake St.,legit
121.179.225.35,fake_melissachung@example.com,WI,Opera/9.91.(Windows 95; ga-IE) Presto/2.9.182 Version/12.00,34761,(555)684 - 9465,2022-11-12T17:42:59Z,107 Phillips Streets Fake St.,legit
215.230.43.111,fake_rcarter@example.org,OR,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2011-02-06 20:24:04 Firefox/3.6.14,33838,(555)686 - 6590,2023-02-12T12:04:48Z,388 Duncan Streets Fake St.,legit
